"taxnum","arrest_count","arrest_type"
"937246","14","OTHER"
"937246","4","VIOLATION"
"973134","2","FELONY"
"973134","2","MISDEMEANOR"
"939175","15","FELONY"
"939175","84","MISDEMEANOR"
"939175","1","OTHER"
"939175","2","VIOLATION"
"968695","2","FELONY"
"968695","21","MISDEMEANOR"
"957936","18","FELONY"
"957936","31","MISDEMEANOR"
"902172","22","FELONY"
"902172","61","MISDEMEANOR"
"931502","2","INFRACTION"
"931502","9","FELONY"
"931502","41","MISDEMEANOR"
"931502","3","VIOLATION"
"961068","61","FELONY"
"961068","42","MISDEMEANOR"
"961068","3","VIOLATION"
"951013","184","FELONY"
"951013","156","MISDEMEANOR"
"951013","9","VIOLATION"
"920695","5","INFRACTION"
"920695","59","FELONY"
"920695","41","MISDEMEANOR"
"966255","35","FELONY"
"966255","67","MISDEMEANOR"
"967241","6","FELONY"
"967241","25","MISDEMEANOR"
"954214","2","INFRACTION"
"954214","12","FELONY"
"954214","85","MISDEMEANOR"
"954214","1","VIOLATION"
"943650","1","INFRACTION"
"943650","25","FELONY"
"943650","49","MISDEMEANOR"
"943650","1","VIOLATION"
"933145","28","FELONY"
"933145","92","MISDEMEANOR"
"933145","3","VIOLATION"
"966256","1","INFRACTION"
"966256","8","FELONY"
"966256","21","MISDEMEANOR"
"905618","24","FELONY"
"905618","26","MISDEMEANOR"
"938855","18","FELONY"
"938855","68","MISDEMEANOR"
"938855","30","VIOLATION"
"949445","4","FELONY"
"949445","36","MISDEMEANOR"
"949445","2","VIOLATION"
"956152","2","INFRACTION"
"956152","17","FELONY"
"956152","54","MISDEMEANOR"
"956152","1","OTHER"
"956152","3","VIOLATION"
"916982","6","INFRACTION"
"916982","31","FELONY"
"916982","68","MISDEMEANOR"
"916982","12","VIOLATION"
"930906","2","INFRACTION"
"930906","156","FELONY"
"930906","242","MISDEMEANOR"
"928931","18","FELONY"
"928931","71","MISDEMEANOR"
"928931","6","VIOLATION"
"963198","21","FELONY"
"963198","46","MISDEMEANOR"
"955295","21","FELONY"
"955295","23","MISDEMEANOR"
"955295","10","VIOLATION"
"959045","2","FELONY"
"959045","15","MISDEMEANOR"
"939176","1","FELONY"
"939176","7","MISDEMEANOR"
"922938","2","FELONY"
"922938","21","MISDEMEANOR"
"922938","5","VIOLATION"
"972158","2","FELONY"
"972158","8","MISDEMEANOR"
"955296","4","INFRACTION"
"955296","73","FELONY"
"955296","93","MISDEMEANOR"
"955296","1","OTHER"
"955296","2","VIOLATION"
"953217","39","FELONY"
"953217","158","MISDEMEANOR"
"953217","22","VIOLATION"
"962969","1","FELONY"
"962969","11","MISDEMEANOR"
"962969","3","VIOLATION"
"920696","24","FELONY"
"920696","58","MISDEMEANOR"
"959046","8","FELONY"
"959046","26","MISDEMEANOR"
"944876","47","FELONY"
"944876","175","MISDEMEANOR"
"944876","11","VIOLATION"
"939177","2","INFRACTION"
"939177","16","FELONY"
"939177","66","MISDEMEANOR"
"939177","6","VIOLATION"
"961069","1","INFRACTION"
"961069","18","FELONY"
"961069","41","MISDEMEANOR"
"972159","4","FELONY"
"972159","10","MISDEMEANOR"
"939178","1","INFRACTION"
"939178","33","FELONY"
"939178","99","MISDEMEANOR"
"939178","1","VIOLATION"
"953218","11","FELONY"
"953218","50","MISDEMEANOR"
"953218","4","VIOLATION"
"954215","22","FELONY"
"954215","53","MISDEMEANOR"
"954215","27","VIOLATION"
"970055","10","FELONY"
"970055","19","MISDEMEANOR"
"955297","52","MISDEMEANOR"
"955297","24","VIOLATION"
"944877","10","FELONY"
"944877","98","MISDEMEANOR"
"944877","6","VIOLATION"
"959875","16","FELONY"
"959875","46","MISDEMEANOR"
"959875","7","VIOLATION"
"949448","4","FELONY"
"949448","5","MISDEMEANOR"
"949448","6","VIOLATION"
"935463","13","FELONY"
"935463","75","MISDEMEANOR"
"935463","74","VIOLATION"
"972160","2","FELONY"
"972160","3","MISDEMEANOR"
"922940","8","INFRACTION"
"922940","67","FELONY"
"922940","184","MISDEMEANOR"
"922940","126","VIOLATION"
"939179","29","FELONY"
"939179","73","MISDEMEANOR"
"939179","1","VIOLATION"
"962660","15","FELONY"
"962660","24","MISDEMEANOR"
"922939","24","FELONY"
"922939","27","MISDEMEANOR"
"918123","2","INFRACTION"
"918123","7","FELONY"
"918123","46","MISDEMEANOR"
"918123","5","VIOLATION"
"972161","4","MISDEMEANOR"
"966257","40","FELONY"
"966257","13","MISDEMEANOR"
"972849","2","FELONY"
"972849","6","MISDEMEANOR"
"928933","222","FELONY"
"928933","203","MISDEMEANOR"
"968696","3","FELONY"
"968696","8","MISDEMEANOR"
"970762","4","FELONY"
"970762","8","MISDEMEANOR"
"933149","7","FELONY"
"933149","35","MISDEMEANOR"
"933149","10","VIOLATION"
"964696","28","FELONY"
"964696","36","MISDEMEANOR"
"964697","10","FELONY"
"964697","34","MISDEMEANOR"
"949543","62","FELONY"
"949543","209","MISDEMEANOR"
"949543","30","VIOLATION"
"961071","47","FELONY"
"961071","56","MISDEMEANOR"
"952093","2","INFRACTION"
"952093","2","FELONY"
"952093","41","MISDEMEANOR"
"952093","1","OTHER"
"952093","5","VIOLATION"
"940548","2","FELONY"
"940548","38","MISDEMEANOR"
"925885","934","FELONY"
"925885","374","MISDEMEANOR"
"925885","24","OTHER"
"914909","277","FELONY"
"914909","211","MISDEMEANOR"
"914909","2","OTHER"
"948259","4","FELONY"
"948259","107","MISDEMEANOR"
"948259","15","VIOLATION"
"928934","2","INFRACTION"
"928934","237","FELONY"
"928934","334","MISDEMEANOR"
"928934","1","OTHER"
"928934","45","VIOLATION"
"922942",NA,NA
"961072","72","FELONY"
"961072","74","MISDEMEANOR"
"961072","9","VIOLATION"
"955299","91","MISDEMEANOR"
"955299","15","VIOLATION"
"961997","25","FELONY"
"961997","18","MISDEMEANOR"
"965399","3","INFRACTION"
"965399","22","FELONY"
"965399","47","MISDEMEANOR"
"965399","14","VIOLATION"
"964203","12","FELONY"
"964203","19","MISDEMEANOR"
"925886","2","INFRACTION"
"925886","338","FELONY"
"925886","552","MISDEMEANOR"
"925886","1","VIOLATION"
"972850","3","MISDEMEANOR"
"969276","4","FELONY"
"969276","12","MISDEMEANOR"
"972460","2","FELONY"
"972460","8","MISDEMEANOR"
"949449","1","INFRACTION"
"949449","18","FELONY"
"949449","128","MISDEMEANOR"
"949449","4","VIOLATION"
"942327","1","INFRACTION"
"942327","12","FELONY"
"942327","90","MISDEMEANOR"
"942327","14","VIOLATION"
"954216","3","INFRACTION"
"954216","5","FELONY"
"954216","31","MISDEMEANOR"
"954216","13","VIOLATION"
"937249","92","FELONY"
"937249","277","MISDEMEANOR"
"937249","1","VIOLATION"
"962661","1","INFRACTION"
"962661","13","FELONY"
"962661","21","MISDEMEANOR"
"962661","1","VIOLATION"
"939746","4","FELONY"
"939746","43","MISDEMEANOR"
"939746","4","VIOLATION"
"939182","35","FELONY"
"939182","203","MISDEMEANOR"
"939182","1","VIOLATION"
"952094","16","FELONY"
"952094","65","MISDEMEANOR"
"952094","1","VIOLATION"
"961998","1","FELONY"
"961998","25","MISDEMEANOR"
"966259","6","FELONY"
"966259","16","MISDEMEANOR"
"973651",NA,NA
"935468","139","FELONY"
"935468","206","MISDEMEANOR"
"935468","7","VIOLATION"
"968056","4","FELONY"
"968056","7","MISDEMEANOR"
"961073","6","FELONY"
"961073","19","MISDEMEANOR"
"927115","29","FELONY"
"927115","32","MISDEMEANOR"
"927115","1","VIOLATION"
"947325","43","FELONY"
"947325","257","MISDEMEANOR"
"947325","2","VIOLATION"
"956153",NA,NA
"939797","2","INFRACTION"
"939797","1","FELONY"
"939797","27","MISDEMEANOR"
"939797","5","VIOLATION"
"959418","4","FELONY"
"959418","22","MISDEMEANOR"
"959878","6","FELONY"
"959878","17","MISDEMEANOR"
"965400","10","FELONY"
"965400","19","MISDEMEANOR"
"971601","3","FELONY"
"971601","4","MISDEMEANOR"
"937251","3","INFRACTION"
"937251","20","FELONY"
"937251","90","MISDEMEANOR"
"937251","1","VIOLATION"
"962000","2","FELONY"
"962000","8","MISDEMEANOR"
"970765","4","FELONY"
"970765","1","MISDEMEANOR"
"961074","10","FELONY"
"961074","45","MISDEMEANOR"
"961074","3","VIOLATION"
"973652",NA,NA
"947326",NA,NA
"972851","8","MISDEMEANOR"
"946654","1","INFRACTION"
"946654","26","FELONY"
"946654","90","MISDEMEANOR"
"946654","6","VIOLATION"
"968698","1","INFRACTION"
"968698","13","FELONY"
"968698","29","MISDEMEANOR"
"957009","9","FELONY"
"957009","61","MISDEMEANOR"
"957010","1","INFRACTION"
"957010","11","FELONY"
"957010","40","MISDEMEANOR"
"951016",NA,NA
"954217","5","FELONY"
"954217","27","MISDEMEANOR"
"954217","7","VIOLATION"
"949450","38","FELONY"
"949450","90","MISDEMEANOR"
"949450","20","VIOLATION"
"954218","9","FELONY"
"954218","40","MISDEMEANOR"
"954218","5","VIOLATION"
"973136","1","FELONY"
"973136","2","MISDEMEANOR"
"927323","2","INFRACTION"
"927323","23","FELONY"
"927323","114","MISDEMEANOR"
"927323","16","VIOLATION"
"949451","2","INFRACTION"
"949451","5","FELONY"
"949451","51","MISDEMEANOR"
"949451","1","VIOLATION"
"951017","2","INFRACTION"
"951017","2","FELONY"
"951017","7","MISDEMEANOR"
"951017","11","VIOLATION"
"953220","5","FELONY"
"953220","39","MISDEMEANOR"
"953220","6","VIOLATION"
"947327","2","INFRACTION"
"947327","10","FELONY"
"947327","48","MISDEMEANOR"
"947327","14","VIOLATION"
"955301","2","INFRACTION"
"955301","2","FELONY"
"955301","19","MISDEMEANOR"
"955301","4","VIOLATION"
"933531","1","INFRACTION"
"933531","16","FELONY"
"933531","70","MISDEMEANOR"
"933531","4","VIOLATION"
"962663","18","FELONY"
"962663","26","MISDEMEANOR"
"924312","36","FELONY"
"924312","311","MISDEMEANOR"
"924312","2","OTHER"
"924312","3","VIOLATION"
"972852","2","FELONY"
"972852","2","MISDEMEANOR"
"972162","2","MISDEMEANOR"
"955303","2","INFRACTION"
"955303","8","FELONY"
"955303","30","MISDEMEANOR"
"955303","6","VIOLATION"
"954219","11","INFRACTION"
"954219","17","FELONY"
"954219","43","MISDEMEANOR"
"954219","4","VIOLATION"
"957937","1","INFRACTION"
"957937","90","FELONY"
"957937","91","MISDEMEANOR"
"955304","1","FELONY"
"955304","89","MISDEMEANOR"
"955304","24","VIOLATION"
"963681","39","FELONY"
"963681","51","MISDEMEANOR"
"971172","1","FELONY"
"971172","9","MISDEMEANOR"
"942329","1","INFRACTION"
"942329","210","FELONY"
"942329","174","MISDEMEANOR"
"942329","6","VIOLATION"
"957011","1","INFRACTION"
"957011","8","FELONY"
"957011","42","MISDEMEANOR"
"956154","31","FELONY"
"956154","57","MISDEMEANOR"
"927715","22","FELONY"
"927715","65","MISDEMEANOR"
"927715","3","VIOLATION"
"943653","211","FELONY"
"943653","258","MISDEMEANOR"
"943653","46","OTHER"
"943653","1","VIOLATION"
"973653",NA,NA
"947328","36","FELONY"
"947328","207","MISDEMEANOR"
"947328","13","VIOLATION"
"961077","1","INFRACTION"
"961077","31","FELONY"
"961077","91","MISDEMEANOR"
"963682","33","FELONY"
"963682","46","MISDEMEANOR"
"963683","1","INFRACTION"
"963683","3","FELONY"
"963683","17","MISDEMEANOR"
"965821","7","FELONY"
"965821","18","MISDEMEANOR"
"973654",NA,NA
"947663","1","INFRACTION"
"947663","2","FELONY"
"947663","74","MISDEMEANOR"
"947663","1","VIOLATION"
"940551","1","INFRACTION"
"940551","28","FELONY"
"940551","111","MISDEMEANOR"
"940551","19","VIOLATION"
"966763","7","FELONY"
"966763","29","MISDEMEANOR"
"957938","1","INFRACTION"
"957938","21","FELONY"
"957938","54","MISDEMEANOR"
"957938","3","VIOLATION"
"968700","7","FELONY"
"968700","3","MISDEMEANOR"
"959048","6","FELONY"
"959048","48","MISDEMEANOR"
"959048","5","VIOLATION"
"939267","13","FELONY"
"939267","76","MISDEMEANOR"
"939267","34","VIOLATION"
"933521","1","INFRACTION"
"933521","153","FELONY"
"933521","184","MISDEMEANOR"
"933521","27","VIOLATION"
"939185","1","INFRACTION"
"939185","6","FELONY"
"939185","34","MISDEMEANOR"
"939185","1","OTHER"
"939185","4","VIOLATION"
"952096","74","FELONY"
"952096","139","MISDEMEANOR"
"952096","2","OTHER"
"952096","48","VIOLATION"
"972853","2","MISDEMEANOR"
"946096","27","FELONY"
"946096","158","MISDEMEANOR"
"946096","2","VIOLATION"
"961078","3","FELONY"
"961078","19","MISDEMEANOR"
"970056","1","FELONY"
"970056","1","MISDEMEANOR"
"966261","4","FELONY"
"966261","14","MISDEMEANOR"
"948399","1","INFRACTION"
"948399","14","FELONY"
"948399","120","MISDEMEANOR"
"948399","2","VIOLATION"
"939186","19","FELONY"
"939186","62","MISDEMEANOR"
"939186","1","OTHER"
"939186","6","VIOLATION"
"963200","2","FELONY"
"963200","6","MISDEMEANOR"
"959049","5","FELONY"
"959049","22","MISDEMEANOR"
"963201","37","FELONY"
"963201","99","MISDEMEANOR"
"963201","6","VIOLATION"
"971602",NA,NA
"944880","62","FELONY"
"944880","138","MISDEMEANOR"
"944880","1","OTHER"
"944880","8","VIOLATION"
"969277","1","INFRACTION"
"969277","3","FELONY"
"969277","13","MISDEMEANOR"
"972163","4","FELONY"
"972163","4","MISDEMEANOR"
"966764","4","MISDEMEANOR"
"951657","1","FELONY"
"951657","23","MISDEMEANOR"
"951657","2","VIOLATION"
"939187","2","FELONY"
"939187","17","MISDEMEANOR"
"944881","3","INFRACTION"
"944881","261","FELONY"
"944881","242","MISDEMEANOR"
"944881","7","VIOLATION"
"971603","1","INFRACTION"
"971603","3","FELONY"
"971603","6","MISDEMEANOR"
"881299","4","INFRACTION"
"881299","106","FELONY"
"881299","47","MISDEMEANOR"
"881299","1","OTHER"
"881299","1","VIOLATION"
"973655",NA,NA
"944142","5","INFRACTION"
"944142","33","FELONY"
"944142","177","MISDEMEANOR"
"944142","2","VIOLATION"
"957939","1","INFRACTION"
"957939","28","FELONY"
"957939","83","MISDEMEANOR"
"957939","2","VIOLATION"
"930909","1","INFRACTION"
"930909","11","FELONY"
"930909","56","MISDEMEANOR"
"930909","1","VIOLATION"
"966765","30","FELONY"
"966765","28","MISDEMEANOR"
"966765","1","OTHER"
"937253","3","FELONY"
"937253","28","MISDEMEANOR"
"937253","16","VIOLATION"
"957940","2","FELONY"
"957940","10","MISDEMEANOR"
"957940","1","VIOLATION"
"971763","4","MISDEMEANOR"
"935470","8","INFRACTION"
"935470","38","FELONY"
"935470","129","MISDEMEANOR"
"935470","1","VIOLATION"
"971173","15","MISDEMEANOR"
"963345","10","FELONY"
"963345","37","MISDEMEANOR"
"963345","2","VIOLATION"
"956155","98","FELONY"
"956155","142","MISDEMEANOR"
"956155","2","VIOLATION"
"959879","35","FELONY"
"959879","126","MISDEMEANOR"
"959879","1","VIOLATION"
"944143","1","INFRACTION"
"944143","6","FELONY"
"944143","110","MISDEMEANOR"
"944143","51","VIOLATION"
"931268","2","INFRACTION"
"931268","19","FELONY"
"931268","106","MISDEMEANOR"
"931268","1","OTHER"
"931268","5","VIOLATION"
"930910","14","FELONY"
"930910","114","MISDEMEANOR"
"930910","2","OTHER"
"930910","3","VIOLATION"
"959051","1","INFRACTION"
"959051","40","FELONY"
"959051","24","MISDEMEANOR"
"959051","4","VIOLATION"
"959052","10","FELONY"
"959052","33","MISDEMEANOR"
"959052","1","VIOLATION"
"970354","3","FELONY"
"970354","5","MISDEMEANOR"
"924732","3","INFRACTION"
"924732","116","FELONY"
"924732","146","MISDEMEANOR"
"924732","2","OTHER"
"924732","9","VIOLATION"
"962001","14","FELONY"
"962001","21","MISDEMEANOR"
"971174","2","FELONY"
"971174","4","MISDEMEANOR"
"949454","19","FELONY"
"949454","82","MISDEMEANOR"
"949454","4","VIOLATION"
"959053","19","FELONY"
"959053","74","MISDEMEANOR"
"971604","5","FELONY"
"971604","5","MISDEMEANOR"
"962664","9","FELONY"
"962664","24","MISDEMEANOR"
"962664","1","VIOLATION"
"939188","94","FELONY"
"939188","903","MISDEMEANOR"
"939188","5","VIOLATION"
"961079","6","FELONY"
"961079","35","MISDEMEANOR"
"961079","2","VIOLATION"
"959881","1","INFRACTION"
"959881","34","FELONY"
"959881","62","MISDEMEANOR"
"959881","6","VIOLATION"
"948178","5","INFRACTION"
"948178","11","FELONY"
"948178","57","MISDEMEANOR"
"948178","14","VIOLATION"
"948260","19","FELONY"
"948260","93","MISDEMEANOR"
"948260","2","VIOLATION"
"957012","2","FELONY"
"957012","23","MISDEMEANOR"
"916402","18","FELONY"
"916402","13","MISDEMEANOR"
"972164","2","FELONY"
"970058","20","FELONY"
"970058","31","MISDEMEANOR"
"963202","6","FELONY"
"963202","23","MISDEMEANOR"
"967243","39","FELONY"
"967243","36","MISDEMEANOR"
"951019","2","INFRACTION"
"951019","12","FELONY"
"951019","73","MISDEMEANOR"
"951019","1","OTHER"
"951019","1","VIOLATION"
"967244","1","FELONY"
"967244","9","MISDEMEANOR"
"959882","1","FELONY"
"959882","3","MISDEMEANOR"
"955306","1","INFRACTION"
"955306","19","FELONY"
"955306","114","MISDEMEANOR"
"955306","1","VIOLATION"
"943657","14","FELONY"
"943657","143","MISDEMEANOR"
"943657","1","VIOLATION"
"962002","25","FELONY"
"962002","85","MISDEMEANOR"
"962002","2","VIOLATION"
"954220","1","INFRACTION"
"954220","9","FELONY"
"954220","50","MISDEMEANOR"
"949456","19","FELONY"
"949456","81","MISDEMEANOR"
"949456","7","VIOLATION"
"962666","17","FELONY"
"962666","80","MISDEMEANOR"
"951021","29","FELONY"
"951021","135","MISDEMEANOR"
"951021","3","VIOLATION"
"947824","1","INFRACTION"
"947824","34","FELONY"
"947824","139","MISDEMEANOR"
"947824","1","VIOLATION"
"954221","72","FELONY"
"954221","155","MISDEMEANOR"
"954221","19","VIOLATION"
"962667","21","FELONY"
"962667","39","MISDEMEANOR"
"949223","1","INFRACTION"
"949223","4","FELONY"
"949223","111","MISDEMEANOR"
"949223","2","VIOLATION"
"971605","6","MISDEMEANOR"
"969279","11","MISDEMEANOR"
"951022","2","INFRACTION"
"951022","26","FELONY"
"951022","68","MISDEMEANOR"
"951022","5","VIOLATION"
"951023","28","FELONY"
"951023","74","MISDEMEANOR"
"951023","6","VIOLATION"
"939189","1","INFRACTION"
"939189","118","FELONY"
"939189","147","MISDEMEANOR"
"939189","1","OTHER"
"939189","29","VIOLATION"
"933154","1","INFRACTION"
"933154","11","FELONY"
"933154","125","MISDEMEANOR"
"933154","2","VIOLATION"
"943658","21","FELONY"
"943658","83","MISDEMEANOR"
"931874","1","INFRACTION"
"931874","174","FELONY"
"931874","319","MISDEMEANOR"
"931874","3","OTHER"
"931874","1","VIOLATION"
"963684","4","FELONY"
"963684","19","MISDEMEANOR"
"930912","26","FELONY"
"930912","20","MISDEMEANOR"
"930912","1","VIOLATION"
"935471","2","INFRACTION"
"935471","7","FELONY"
"935471","25","MISDEMEANOR"
"935471","3","VIOLATION"
"972854","2","FELONY"
"972854","6","MISDEMEANOR"
"935475","3","INFRACTION"
"935475","138","FELONY"
"935475","145","MISDEMEANOR"
"935475","2","VIOLATION"
"953221","16","FELONY"
"953221","253","MISDEMEANOR"
"953221","26","VIOLATION"
"966766","87","FELONY"
"966766","78","MISDEMEANOR"
"969280","2","FELONY"
"969280","10","MISDEMEANOR"
"972855","1","FELONY"
"972855","1","MISDEMEANOR"
"972165","1","FELONY"
"972165","4","MISDEMEANOR"
"946611","46","FELONY"
"946611","166","MISDEMEANOR"
"942330","1","INFRACTION"
"942330","58","FELONY"
"942330","89","MISDEMEANOR"
"942330","13","VIOLATION"
"949458","4","INFRACTION"
"949458","84","FELONY"
"949458","313","MISDEMEANOR"
"949458","4","VIOLATION"
"965401","1","FELONY"
"965401","3","MISDEMEANOR"
"963203","2","INFRACTION"
"963203","24","FELONY"
"963203","29","MISDEMEANOR"
"936079","4","INFRACTION"
"936079","50","FELONY"
"936079","174","MISDEMEANOR"
"936079","10","VIOLATION"
"948114","1","INFRACTION"
"948114","27","FELONY"
"948114","222","MISDEMEANOR"
"948114","1","OTHER"
"934049","1","INFRACTION"
"934049","42","FELONY"
"934049","77","MISDEMEANOR"
"934049","4","VIOLATION"
"936978","8","FELONY"
"936978","38","MISDEMEANOR"
"936978","8","VIOLATION"
"945389","8","FELONY"
"945389","55","MISDEMEANOR"
"945389","30","VIOLATION"
"932945","1","INFRACTION"
"932945","21","FELONY"
"932945","183","MISDEMEANOR"
"932945","5","VIOLATION"
"962669","3","FELONY"
"962669","13","MISDEMEANOR"
"949459","1","INFRACTION"
"949459","19","FELONY"
"949459","41","MISDEMEANOR"
"949459","2","VIOLATION"
"930917",NA,NA
"957942","1","INFRACTION"
"957942","11","FELONY"
"957942","25","MISDEMEANOR"
"957942","1","VIOLATION"
"969281","6","FELONY"
"969281","7","MISDEMEANOR"
"970351","2","FELONY"
"970351","5","MISDEMEANOR"
"937255","4","FELONY"
"937255","240","MISDEMEANOR"
"937255","33","VIOLATION"
"941290","4","INFRACTION"
"941290","38","FELONY"
"941290","85","MISDEMEANOR"
"941290","10","VIOLATION"
"925892","1","INFRACTION"
"925892","137","FELONY"
"925892","166","MISDEMEANOR"
"925892","1","OTHER"
"925892","9","VIOLATION"
"961081","6","FELONY"
"961081","5","MISDEMEANOR"
"961081","2","VIOLATION"
"951025","15","FELONY"
"951025","45","MISDEMEANOR"
"951025","1","VIOLATION"
"930919","28","FELONY"
"930919","193","MISDEMEANOR"
"930919","16","VIOLATION"
"940553","67","FELONY"
"940553","154","MISDEMEANOR"
"940553","13","VIOLATION"
"968058","18","FELONY"
"968058","30","MISDEMEANOR"
"968058","1","VIOLATION"
"932199","7","FELONY"
"932199","271","MISDEMEANOR"
"932199","129","VIOLATION"
"957017","6","FELONY"
"957017","37","MISDEMEANOR"
"957017","1","VIOLATION"
"933157","15","FELONY"
"933157","81","MISDEMEANOR"
"933157","66","VIOLATION"
"970060","1","FELONY"
"970060","1","MISDEMEANOR"
"954223","1","INFRACTION"
"954223","79","FELONY"
"954223","96","MISDEMEANOR"
"954223","13","VIOLATION"
"959054","21","FELONY"
"959054","68","MISDEMEANOR"
"940554","35","FELONY"
"940554","78","MISDEMEANOR"
"935476","3","INFRACTION"
"935476","244","FELONY"
"935476","319","MISDEMEANOR"
"935476","12","VIOLATION"
"942869","24","FELONY"
"942869","49","MISDEMEANOR"
"942869","2","VIOLATION"
"933158","1","INFRACTION"
"933158","67","FELONY"
"933158","154","MISDEMEANOR"
"933158","9","VIOLATION"
"955307","5","INFRACTION"
"955307","69","FELONY"
"955307","107","MISDEMEANOR"
"955307","4","VIOLATION"
"970061","7","FELONY"
"970061","5","MISDEMEANOR"
"953224","4","INFRACTION"
"953224","29","FELONY"
"953224","80","MISDEMEANOR"
"953224","1","VIOLATION"
"965822","5","FELONY"
"965822","6","MISDEMEANOR"
"947330","68","FELONY"
"947330","97","MISDEMEANOR"
"947330","11","VIOLATION"
"935477","2","FELONY"
"935477","24","MISDEMEANOR"
"935477","1","VIOLATION"
"887516","222","FELONY"
"887516","90","MISDEMEANOR"
"962004","27","FELONY"
"962004","78","MISDEMEANOR"
"962004","3","VIOLATION"
"955308","54","FELONY"
"955308","81","MISDEMEANOR"
"955308","1","OTHER"
"955308","3","VIOLATION"
"947959","23","FELONY"
"947959","127","MISDEMEANOR"
"947959","6","VIOLATION"
"947331","1","INFRACTION"
"947331","6","FELONY"
"947331","90","MISDEMEANOR"
"947331","5","VIOLATION"
"951026","1","INFRACTION"
"951026","37","FELONY"
"951026","58","MISDEMEANOR"
"951026","10","VIOLATION"
"952097","30","FELONY"
"952097","72","MISDEMEANOR"
"952097","10","VIOLATION"
"970062","3","FELONY"
"970062","1","MISDEMEANOR"
"944883","1","INFRACTION"
"944883","57","FELONY"
"944883","243","MISDEMEANOR"
"944883","42","VIOLATION"
"927332","31","FELONY"
"927332","175","MISDEMEANOR"
"927332","1","OTHER"
"927332","6","VIOLATION"
"966262","8","FELONY"
"966262","13","MISDEMEANOR"
"970063","3","FELONY"
"970063","6","MISDEMEANOR"
"935479","76","FELONY"
"935479","178","MISDEMEANOR"
"935479","3","VIOLATION"
"935480","89","FELONY"
"935480","198","MISDEMEANOR"
"935480","25","VIOLATION"
"962671","14","FELONY"
"962671","24","MISDEMEANOR"
"947333","1","INFRACTION"
"947333","127","FELONY"
"947333","211","MISDEMEANOR"
"947333","3","OTHER"
"947333","42","VIOLATION"
"952659","3","FELONY"
"952659","26","MISDEMEANOR"
"952659","2","VIOLATION"
"967640","7","FELONY"
"967640","31","MISDEMEANOR"
"967640","1","OTHER"
"940555","2","INFRACTION"
"940555","8","FELONY"
"940555","37","MISDEMEANOR"
"940555","14","VIOLATION"
"970064","1","INFRACTION"
"970064","13","FELONY"
"970064","25","MISDEMEANOR"
"970064","1","VIOLATION"
"955309","7","FELONY"
"955309","69","MISDEMEANOR"
"955309","3","VIOLATION"
"970065","2","FELONY"
"970065","19","MISDEMEANOR"
"931876","14","FELONY"
"931876","192","MISDEMEANOR"
"931876","88","VIOLATION"
"957945","1","INFRACTION"
"957945","10","FELONY"
"957945","39","MISDEMEANOR"
"957945","6","VIOLATION"
"953225","1","INFRACTION"
"953225","15","FELONY"
"953225","47","MISDEMEANOR"
"953225","1","VIOLATION"
"972856","1","FELONY"
"957946","3","FELONY"
"957946","49","MISDEMEANOR"
"967641","1","FELONY"
"967641","2","MISDEMEANOR"
"967246","6","FELONY"
"967246","19","MISDEMEANOR"
"940557","19","FELONY"
"940557","75","MISDEMEANOR"
"940557","1","OTHER"
"940557","21","VIOLATION"
"952098","1","INFRACTION"
"952098","10","FELONY"
"952098","72","MISDEMEANOR"
"952098","41","VIOLATION"
"951028","69","FELONY"
"951028","172","MISDEMEANOR"
"951028","25","VIOLATION"
"947334","84","FELONY"
"947334","262","MISDEMEANOR"
"947334","27","VIOLATION"
"952099","1","INFRACTION"
"952099","123","FELONY"
"952099","110","MISDEMEANOR"
"952099","15","VIOLATION"
"946099","1","INFRACTION"
"946099","36","FELONY"
"946099","47","MISDEMEANOR"
"946099","1","OTHER"
"946099","2","VIOLATION"
"968703","6","FELONY"
"968703","19","MISDEMEANOR"
"967381","3","FELONY"
"967381","12","MISDEMEANOR"
"951029","2","INFRACTION"
"951029","19","FELONY"
"951029","185","MISDEMEANOR"
"946100","137","FELONY"
"946100","165","MISDEMEANOR"
"946100","1","OTHER"
"946100","1","VIOLATION"
"952100","34","FELONY"
"952100","85","MISDEMEANOR"
"952100","17","VIOLATION"
"933159","61","FELONY"
"933159","178","MISDEMEANOR"
"933159","24","VIOLATION"
"924321","12","FELONY"
"924321","143","MISDEMEANOR"
"924321","1","VIOLATION"
"939196","2","INFRACTION"
"939196","1","FELONY"
"939196","25","MISDEMEANOR"
"939196","13","VIOLATION"
"926291","14","FELONY"
"926291","27","MISDEMEANOR"
"926291","2","VIOLATION"
"938499","1","INFRACTION"
"938499","10","FELONY"
"938499","52","MISDEMEANOR"
"938499","1","OTHER"
"938499","27","VIOLATION"
"946101","2","INFRACTION"
"946101","9","FELONY"
"946101","46","MISDEMEANOR"
"946101","1","VIOLATION"
"943659","4","INFRACTION"
"943659","34","FELONY"
"943659","98","MISDEMEANOR"
"943659","33","VIOLATION"
"957018","31","FELONY"
"957018","57","MISDEMEANOR"
"957018","1","VIOLATION"
"947877","79","FELONY"
"947877","113","MISDEMEANOR"
"947877","37","VIOLATION"
"904768","6","INFRACTION"
"904768","26","FELONY"
"904768","30","MISDEMEANOR"
"904768","1","VIOLATION"
"942333","1","INFRACTION"
"942333","36","FELONY"
"942333","104","MISDEMEANOR"
"942333","5","VIOLATION"
"940558","1","INFRACTION"
