"taxnum","date","shield_num","title"
939516,"03/05/19",NA,"CAPTAIN"
939516,"11/22/16",NA,"LIEUTENANT"
939516,"07/11/05",3986,"POLICE OFFICER"
939516,"11/23/10",4217,"SERGEANT"
916742,"06/26/09",NA,"LIEUTENANT"
916742,"06/10/21",NA,"LT DET COMMANDER"
916742,"06/30/95",26309,"POLICE OFFICER"
916742,"03/21/02",1204,"SERGEANT"
952261,"02/09/22",2410,"DETECTIVE"
952261,"01/09/12",15046,"POLICE OFFICER"
947513,"07/08/08",10736,"POLICE OFFICER"
926159,"03/01/00",16700,"POLICE OFFICER"
926159,"04/25/14",3417,"SERGEANT"
946288,"01/07/08",24440,"POLICE OFFICER"
956277,"10/18/21",6354,"DETECTIVE"
956277,"01/08/14",14722,"POLICE OFFICER"
937578,"12/21/12",7006,"DETECTIVE"
937578,"01/28/16",7061,"DETECTIVE"
937578,"02/08/16",7006,"DETECTIVE"
937578,"01/10/05",15196,"POLICE OFFICER"
949689,"12/21/21",NA,"LIEUTENANT"
949689,"07/06/10",880,"POLICE OFFICER"
949689,"07/28/17",3508,"SERGEANT"
952262,"01/09/12",15446,"POLICE OFFICER"
953436,"06/28/19",6037,"DETECTIVE"
953436,"07/11/12",31793,"POLICE OFFICER"
953436,"12/03/12",15556,"POLICE OFFICER"
951296,"07/06/11",12416,"POLICE OFFICER"
965547,"01/10/18",29582,"POLICE OFFICER"
960006,"10/07/15",69,"POLICE OFFICER"
955525,"07/09/13",12620,"POLICE OFFICER"
943841,"11/26/13",7836,"DETECTIVE"
943841,"01/10/07",22749,"POLICE OFFICER"
961320,"01/06/16",12688,"POLICE OFFICER"
942577,"06/26/15",4443,"DETECTIVE"
942577,"07/10/06",18321,"POLICE OFFICER"
942577,"09/30/16",676,"SERGEANT"
894948,"07/28/99",6931,"DETECTIVE"
894948,"01/01/90",17717,"POLICE OFFICER"
894948,"02/28/03",4384,"SERGEANT"
953437,"07/11/12",24148,"POLICE OFFICER"
953437,"05/29/20",5321,"SERGEANT"
951297,"07/06/11",24063,"POLICE OFFICER"
951297,"12/22/20",1748,"SERGEANT"
964297,"07/05/17",20072,"POLICE OFFICER"
965880,"04/25/18",5657,"POLICE OFFICER"
961321,"01/06/16",4181,"POLICE OFFICER"
951298,"07/06/11",28415,"POLICE OFFICER"
961322,"01/06/16",1927,"POLICE OFFICER"
953115,"07/11/12",14445,"POLICE OFFICER"
953115,"06/28/19",889,"SERGEANT"
931263,"07/01/02",20485,"POLICE OFFICER"
966352,"07/02/18",11922,"POLICE OFFICER"
971239,"02/24/21",17008,"POLICE OFFICER"
940762,"11/24/20",7058,"DETECTIVE"
940762,"01/09/06",19946,"POLICE OFFICER"
940762,"03/26/12",19896,"POLICE OFFICER"
940762,"10/18/21",3132,"SERGEANT"
958089,"01/07/15",17008,"POLICE OFFICER"
958089,"02/26/20",2736,"SERGEANT"
953438,"07/11/12",9376,"POLICE OFFICER"
953438,"01/10/14",24789,"POLICE OFFICER"
953438,"08/30/19",5620,"SERGEANT"
929461,"07/01/02",26914,"POLICE OFFICER"
929461,"03/28/08",4769,"SERGEANT"
929461,"09/29/14",NA,"SGT DET SQUAD"
953439,"07/11/12",23774,"POLICE OFFICER"
931264,"07/01/02",1435,"POLICE OFFICER"
931264,"01/27/12",4352,"SERGEANT"
931264,"11/24/15",NA,"SGT DET SQUAD"
937579,"01/10/05",4358,"POLICE OFFICER"
931265,"07/01/02",18963,"POLICE OFFICER"
931265,"09/28/11",5172,"SERGEANT"
945024,"07/09/07",18636,"POLICE OFFICER"
958091,"01/07/15",15820,"POLICE OFFICER"
968825,"10/07/19",21742,"POLICE OFFICER"
943843,"01/10/07",3415,"POLICE OFFICER"
966353,"07/02/18",2179,"POLICE OFFICER"
945025,"07/09/07",10698,"POLICE OFFICER"
933550,"07/30/21",NA,"CAPTAIN"
933550,"09/28/17",NA,"LIEUTENANT"
933550,"01/20/04",23392,"POLICE OFFICER"
933550,"02/28/14",3038,"SERGEANT"
949690,"07/06/10",4996,"POLICE OFFICER"
963290,"01/04/17",21710,"POLICE OFFICER"
961323,"01/06/16",17519,"POLICE OFFICER"
946290,"06/24/16",5021,"DETECTIVE"
946290,"01/07/08",19089,"POLICE OFFICER"
955526,"06/10/21",3605,"DETECTIVE"
955526,"07/09/13",8120,"POLICE OFFICER"
940763,"04/01/22",7602,"DETECTIVE"
940763,"01/09/06",7602,"POLICE OFFICER"
973789,"12/29/21",20469,"POLICE OFFICER"
947514,"07/08/08",12957,"POLICE OFFICER"
947514,"02/09/22",3222,"SERGEANT"
948295,"01/25/19",6768,"DETECTIVE"
948295,"07/14/09",4251,"POLICE OFFICER"
972035,"07/07/21",21556,"POLICE OFFICER"
972035,"12/17/21",27790,"POLICE OFFICER"
949692,"07/06/10",2040,"POLICE OFFICER"
957187,"10/18/21",6523,"DETECTIVE"
957187,"07/09/14",22621,"POLICE OFFICER"
887620,"07/08/85",18115,"POLICE OFFICER"
947515,"07/08/08",21966,"POLICE OFFICER"
953441,"04/30/20",5999,"DETECTIVE"
953441,"07/11/12",12804,"POLICE OFFICER"
918354,"07/18/96",20137,"POLICE OFFICER"
954351,"01/09/13",3158,"POLICE OFFICER"
970877,"12/29/20",9112,"POLICE OFFICER"
947516,"02/26/20",NA,"LIEUTENANT"
947516,"07/08/08",4431,"POLICE OFFICER"
947516,"08/29/13",4329,"SERGEANT"
945027,"05/02/16",215,"DETECTIVE"
945027,"07/09/07",29269,"POLICE OFFICER"
955527,"07/09/13",7549,"POLICE OFFICER"
939522,"07/11/05",26074,"POLICE OFFICER"
939522,"05/29/20",2124,"SERGEANT"
972273,"07/07/21",26849,"POLICE OFFICER"
959268,"07/08/15",18382,"POLICE OFFICER"
920867,"03/01/13",7793,"DETECTIVE"
920867,"12/08/97",10088,"POLICE OFFICER"
911165,"10/31/03",4021,"DETECTIVE"
911165,"04/01/95",20936,"POLICE OFFICER"
911165,"11/17/03",20936,"POLICE OFFICER"
973790,"12/29/21",30923,"POLICE OFFICER"
935783,"07/01/04",16808,"POLICE OFFICER"
971240,"02/24/21",24390,"POLICE OFFICER"
967350,"01/03/19",25195,"POLICE OFFICER"
955528,"07/09/13",31968,"POLICE OFFICER"
955528,"05/27/22",4417,"SERGEANT"
954304,"11/24/20",7064,"DETECTIVE"
954304,"01/09/13",4024,"POLICE OFFICER"
967351,"01/03/19",29661,"POLICE OFFICER"
932010,"07/01/02",30192,"POLICE OFFICER"
967695,"04/15/19",16928,"POLICE OFFICER"
941148,"01/09/06",3809,"POLICE OFFICER"
907392,"04/26/02",3554,"DETECTIVE"
907392,"08/01/98",NA,"PO SPECIAL ASSIGN"
907392,"02/28/94",6395,"POLICE OFFICER"
949693,"07/06/10",11683,"POLICE OFFICER"
967352,"01/03/19",29042,"POLICE OFFICER"
962118,"07/30/21",3947,"DETECTIVE"
962118,"07/13/16",7971,"POLICE OFFICER"
962118,"12/28/17",25652,"POLICE OFFICER"
952451,"07/11/12",8161,"POLICE OFFICER"
952451,"04/09/13",8181,"POLICE OFFICER"
937583,"06/10/21",NA,"LIEUTENANT"
937583,"01/10/05",19890,"POLICE OFFICER"
937583,"10/25/13",5356,"SERGEANT"
943844,"01/10/07",14749,"POLICE OFFICER"
953443,"11/21/17",3557,"DETECTIVE"
953443,"07/11/12",24526,"POLICE OFFICER"
959269,"07/08/15",20762,"POLICE OFFICER"
944179,"11/20/18",NA,"LIEUTENANT"
944179,"04/01/22",NA,"LT SPECIAL ASSIGN"
944179,"01/10/07",15794,"POLICE OFFICER"
944179,"09/05/14",4707,"SERGEANT"
973791,"12/29/21",21732,"POLICE OFFICER"
939526,"05/03/19",NA,"LIEUTENANT"
939526,"07/11/05",7133,"POLICE OFFICER"
939526,"01/27/12",4358,"SERGEANT"
938281,"09/28/18",NA,"LIEUTENANT"
938281,"07/11/05",23797,"POLICE OFFICER"
938281,"01/28/16",3728,"SERGEANT"
945375,"01/07/08",13887,"POLICE OFFICER"
969376,"01/06/20",27583,"POLICE OFFICER"
961325,"04/01/22",324,"DETECTIVE"
961325,"01/06/16",3636,"POLICE OFFICER"
926166,"03/01/00",26264,"POLICE OFFICER"
952264,"01/09/12",16713,"POLICE OFFICER"
952264,"02/09/22",3226,"SERGEANT"
953445,"07/11/12",23775,"POLICE OFFICER"
942581,"07/10/06",24247,"POLICE OFFICER"
929211,"07/02/01",10485,"POLICE OFFICER"
929211,"12/23/10",4981,"SERGEANT"
929211,"06/28/19",NA,"SGT DET SQUAD"
921792,"07/01/98",11204,"POLICE OFFICER"
921792,"04/29/11",1479,"SERGEANT"
967353,"01/03/19",24424,"POLICE OFFICER"
891057,"01/01/90",5269,"POLICE OFFICER"
931270,"07/01/02",15956,"POLICE OFFICER"
931270,"02/09/22",3228,"SERGEANT"
932011,"06/28/19",NA,"LIEUTENANT"
932011,"07/01/02",14506,"POLICE OFFICER"
932011,"07/27/07",4608,"SERGEANT"
935785,"07/01/04",17979,"POLICE OFFICER"
957190,"07/09/14",8991,"POLICE OFFICER"
959270,"04/01/22",3309,"DETECTIVE"
959270,"07/08/15",20386,"POLICE OFFICER"
959270,"09/19/18",21296,"POLICE OFFICER"
959270,"10/18/18",20386,"POLICE OFFICER"
931271,"07/01/02",3810,"POLICE OFFICER"
931271,"01/31/08",3625,"SERGEANT"
963767,"04/12/17",5356,"POLICE OFFICER"
954132,"01/09/13",4508,"POLICE OFFICER"
946291,"01/07/08",26216,"POLICE OFFICER"
934202,"01/20/04",6950,"POLICE OFFICER"
932008,"07/01/02",3154,"POLICE OFFICER"
932008,"05/30/08",2101,"SERGEANT"
932009,"06/24/22",NA,"LIEUTENANT"
932009,"07/01/02",29120,"POLICE OFFICER"
932009,"12/21/12",1983,"SERGEANT"
953440,"07/11/12",13960,"POLICE OFFICER"
953440,"01/30/18",4399,"SERGEANT"
949915,"07/06/11",5316,"POLICE OFFICER"
946292,"01/07/08",26408,"POLICE OFFICER"
946292,"11/03/14",4926,"SERGEANT"
940765,"01/09/06",16049,"POLICE OFFICER"
972376,"07/09/21",28569,"POLICE OFFICER"
972376,"01/14/22",30885,"POLICE OFFICER"
934204,"01/20/04",17629,"POLICE OFFICER"
955529,"07/09/13",17677,"POLICE OFFICER"
955529,"10/26/18",412,"SERGEANT"
905116,"03/22/02",NA,"LIEUTENANT"
905116,"08/30/93",13955,"POLICE OFFICER"
905116,"10/12/93",14293,"POLICE OFFICER"
905116,"02/26/99",4636,"SERGEANT"
949694,"07/06/10",6748,"POLICE OFFICER"
955531,"08/30/19",2161,"DETECTIVE"
955531,"07/09/13",2361,"POLICE OFFICER"
969377,"01/06/20",2361,"POLICE OFFICER"
946293,"09/05/14",4513,"DETECTIVE"
946293,"01/07/08",26659,"POLICE OFFICER"
923212,"08/31/98",10289,"POLICE OFFICER"
923212,"01/27/10",849,"SERGEANT"
926168,"07/30/21",NA,"LIEUTENANT"
926168,"03/01/00",13983,"POLICE OFFICER"
926168,"09/24/10",3033,"SERGEANT"
962119,"07/13/16",15899,"POLICE OFFICER"
946294,"01/07/08",26672,"POLICE OFFICER"
913898,"07/31/02",4864,"DETECTIVE"
913898,"05/01/95",8137,"POLICE OFFICER"
937584,"01/31/14",6229,"DETECTIVE"
937584,"01/10/05",10929,"POLICE OFFICER"
935787,"07/27/18",595,"DETECTIVE"
935787,"07/01/04",4495,"POLICE OFFICER"
901055,"05/27/05",NA,"LIEUTENANT"
901055,"12/22/17",NA,"LT SPECIAL ASSIGN"
901055,"05/24/98",NA,"PO SPECIAL ASSIGN"
901055,"06/30/92",7733,"POLICE OFFICER"
901055,"01/22/99",5329,"SERGEANT"
944294,"12/23/13",936,"DETECTIVE"
944294,"07/09/07",17460,"POLICE OFFICER"
944294,"03/27/15",4686,"SERGEANT"
960009,"10/07/15",22175,"POLICE OFFICER"
966869,"10/24/18",892,"POLICE OFFICER"
939527,"12/19/14",4289,"DETECTIVE"
939527,"07/11/05",4299,"POLICE OFFICER"
939527,"03/18/21",711,"SERGEANT"
955532,"07/09/13",22256,"POLICE OFFICER"
955532,"06/17/21",27254,"POLICE OFFICER"
968827,"10/07/19",18632,"POLICE OFFICER"
953447,"07/11/12",30087,"POLICE OFFICER"
958093,"01/07/15",16410,"POLICE OFFICER"
973168,"10/15/21",5465,"POLICE OFFICER"
933387,"07/01/03",24208,"POLICE OFFICER"
942583,"07/10/06",24944,"POLICE OFFICER"
957191,"07/09/14",12944,"POLICE OFFICER"
918358,"11/24/20",NA,"CAPTAIN"
918358,"08/28/00",7464,"DETECTIVE"
918358,"06/30/05",NA,"LIEUTENANT"
918358,"08/03/12",NA,"LT DET COMMANDER"
918358,"02/09/15",NA,"LT SPECIAL ASSIGN"
918358,"07/18/96",23122,"POLICE OFFICER"
918358,"06/28/02",5133,"SERGEANT"
881448,"07/25/83",30072,"POLICE OFFICER"
970240,"11/02/20",22476,"POLICE OFFICER"
931075,"07/01/03",22254,"POLICE OFFICER"
931075,"07/25/08",363,"SERGEANT"
943846,"01/10/07",2212,"POLICE OFFICER"
951300,"07/06/11",1925,"POLICE OFFICER"
963291,"01/04/17",21092,"POLICE OFFICER"
939529,"07/11/05",5180,"POLICE OFFICER"
954352,"01/09/13",22506,"POLICE OFFICER"
966870,"10/24/18",19816,"POLICE OFFICER"
961329,"01/06/16",1983,"POLICE OFFICER"
973169,"10/15/21",6159,"POLICE OFFICER"
946713,"07/08/08",23853,"POLICE OFFICER"
946713,"03/02/15",2352,"SERGEANT"
946713,"02/22/21",2331,"SERGEANT"
947517,"07/08/08",14090,"POLICE OFFICER"
937586,"01/10/05",31687,"POLICE OFFICER"
931274,"12/23/11",409,"DETECTIVE"
931274,"07/01/02",19578,"POLICE OFFICER"
955533,"07/30/21",4554,"DETECTIVE"
955533,"07/09/13",8776,"POLICE OFFICER"
955534,"07/09/13",10864,"POLICE OFFICER"
937849,"10/18/21",NA,"LIEUTENANT"
937849,"07/11/05",9364,"POLICE OFFICER"
937849,"12/23/10",5397,"SERGEANT"
940768,"01/09/06",30662,"POLICE OFFICER"
916748,"12/23/08",NA,"CAPTAIN"
916748,"11/21/17",NA,"DEPUTY CHIEF"
916748,"10/31/11",NA,"DEPUTY INSPECTOR"
916748,"11/25/14",NA,"INSPECTOR"
916748,"11/23/04",NA,"LIEUTENANT"
916748,"06/30/95",21363,"POLICE OFFICER"
916748,"09/29/00",5472,"SERGEANT"
945386,"01/07/08",26127,"POLICE OFFICER"
965548,"01/10/18",12919,"POLICE OFFICER"
967696,"04/15/19",4503,"POLICE OFFICER"
948339,"07/14/09",26764,"POLICE OFFICER"
932013,"07/01/02",1125,"POLICE OFFICER"
942584,"07/10/06",4688,"POLICE OFFICER"
952266,"01/09/12",18476,"POLICE OFFICER"
967355,"01/03/19",24012,"POLICE OFFICER"
940769,"01/09/06",13869,"POLICE OFFICER"
940769,"12/22/20",1782,"SERGEANT"
955535,"07/09/13",4667,"POLICE OFFICER"
955535,"09/03/21",2550,"SERGEANT"
935789,"07/01/04",25283,"POLICE OFFICER"
940770,"01/09/06",6316,"POLICE OFFICER"
953449,"07/11/12",24536,"POLICE OFFICER"
955536,"07/09/13",8134,"POLICE OFFICER"
955536,"08/30/19",5621,"SERGEANT"
970241,"11/02/20",25118,"POLICE OFFICER"
957192,"07/09/14",5784,"POLICE OFFICER"
939532,"07/11/05",19580,"POLICE OFFICER"
953748,"06/25/20",3333,"DETECTIVE"
953748,"01/09/13",7132,"POLICE OFFICER"
972971,"10/12/21",7854,"POLICE OFFICER"
942789,"07/10/06",30300,"POLICE OFFICER"
903234,"10/18/21",2987,"DETECTIVE"
903234,"10/01/98",NA,"PO SPECIAL ASSIGN"
903234,"08/30/93",4521,"POLICE OFFICER"
938490,"07/11/05",9842,"POLICE OFFICER"
929215,"11/30/07",2387,"DETECTIVE"
929215,"07/02/01",10943,"POLICE OFFICER"
929215,"06/28/13",2648,"SERGEANT"
934581,"07/01/04",24224,"POLICE OFFICER"
946295,"01/07/08",3465,"POLICE OFFICER"
970242,"11/02/20",24877,"POLICE OFFICER"
932015,"08/24/06",87,"DETECTIVE"
932015,"05/29/18",NA,"LIEUTENANT"
932015,"07/01/02",22857,"POLICE OFFICER"
932015,"09/28/07",9,"SERGEANT"
916753,"08/27/10",NA,"CAPTAIN"
916753,"06/24/22",NA,"DEPUTY INSPECTOR"
916753,"05/27/05",NA,"LIEUTENANT"
916753,"06/30/95",30111,"POLICE OFFICER"
916753,"08/18/00",5459,"SERGEANT"
972274,"07/07/21",18265,"POLICE OFFICER"
933388,"07/01/03",5195,"POLICE OFFICER"
935791,"07/01/04",6384,"POLICE OFFICER"
946296,"01/07/08",4321,"POLICE OFFICER"
946296,"04/25/14",3421,"SERGEANT"
962819,"10/11/16",23742,"POLICE OFFICER"
940772,"03/01/13",678,"DETECTIVE"
940772,"01/09/06",14870,"POLICE OFFICER"
940772,"06/10/10",14869,"POLICE OFFICER"
939534,"04/28/17",3452,"DETECTIVE"
939534,"07/11/05",11875,"POLICE OFFICER"
947518,"07/08/08",4471,"POLICE OFFICER"
937143,"01/10/05",15076,"POLICE OFFICER"
935792,"07/01/04",24727,"POLICE OFFICER"
942585,"07/10/06",31664,"POLICE OFFICER"
934584,"07/01/04",4903,"POLICE OFFICER"
955537,"07/09/13",23605,"POLICE OFFICER"
949696,"08/31/18",7752,"DETECTIVE"
949696,"07/06/10",27105,"POLICE OFFICER"
961331,"01/06/16",5526,"POLICE OFFICER"
935793,"03/27/15",5347,"DETECTIVE"
935793,"07/01/04",2834,"POLICE OFFICER"
963293,"01/04/17",20962,"POLICE OFFICER"
971345,"04/28/21",13156,"POLICE OFFICER"
971689,"04/28/21",10377,"POLICE OFFICER"
937848,"08/31/18",NA,"CAPTAIN"
937848,"08/29/13",NA,"LIEUTENANT"
937848,"07/11/05",9927,"POLICE OFFICER"
937848,"02/25/11",3983,"SERGEANT"
937581,"01/10/05",14518,"POLICE OFFICER"
937581,"08/29/13",4294,"SERGEANT"
949691,"11/20/18",1557,"DETECTIVE"
949691,"07/06/10",8443,"POLICE OFFICER"
971691,"04/28/21",13187,"POLICE OFFICER"
932016,"04/30/20",161,"DETECTIVE"
932016,"07/01/02",4331,"POLICE OFFICER"
939536,"07/11/05",27299,"POLICE OFFICER"
951302,"02/25/16",1218,"DETECTIVE"
951302,"07/06/11",12424,"POLICE OFFICER"
918367,"06/28/07",NA,"CAPTAIN"
918367,"11/20/18",NA,"DEPUTY INSPECTOR"
918367,"02/25/05",NA,"LIEUTENANT"
918367,"07/18/96",15966,"POLICE OFFICER"
918367,"07/26/01",2657,"SERGEANT"
942586,"03/27/15",5351,"DETECTIVE"
942586,"07/10/06",1072,"POLICE OFFICER"
968149,"07/01/19",19079,"POLICE OFFICER"
954353,"01/09/13",20823,"POLICE OFFICER"
924523,"03/30/12",2448,"DETECTIVE"
924523,"07/07/99",25925,"POLICE OFFICER"
948107,"01/14/09",4849,"POLICE OFFICER"
958094,"01/07/15",16196,"POLICE OFFICER"
934059,"01/20/04",7612,"POLICE OFFICER"
931275,"07/01/02",16584,"POLICE OFFICER"
964300,"07/05/17",15203,"POLICE OFFICER"
953450,"07/30/21",4559,"DETECTIVE"
953450,"07/11/12",31950,"POLICE OFFICER"
924524,"11/24/15",4549,"DETECTIVE"
924524,"07/07/99",23432,"POLICE OFFICER"
962121,"07/13/16",13240,"POLICE OFFICER"
946711,"07/08/08",2235,"POLICE OFFICER"
933384,"07/01/03",2433,"POLICE OFFICER"
949916,"07/06/11",29621,"POLICE OFFICER"
972272,"07/07/21",27514,"POLICE OFFICER"
944293,"07/09/07",18131,"POLICE OFFICER"
944293,"12/19/14",5225,"SERGEANT"
935781,"06/28/19",5459,"DETECTIVE"
935781,"07/01/04",19897,"POLICE OFFICER"
945031,"08/31/15",4710,"DETECTIVE"
945031,"07/09/07",14132,"POLICE OFFICER"
939520,"03/27/15",5345,"DETECTIVE"
939520,"07/11/05",30032,"POLICE OFFICER"
964788,"10/18/17",1122,"POLICE OFFICER"
933389,"07/01/03",1012,"POLICE OFFICER"
933389,"02/28/14",3041,"SERGEANT"
937587,"01/10/05",19906,"POLICE OFFICER"
961332,"01/06/16",16832,"POLICE OFFICER"
937588,"01/10/05",8883,"POLICE OFFICER"
934206,"09/30/13",25,"DETECTIVE"
934206,"01/20/04",5791,"POLICE OFFICER"
934206,"04/08/13",1003,"POLICE OFFICER"
939537,"07/11/05",14966,"POLICE OFFICER"
939537,"03/02/15",2369,"SERGEANT"
940773,"01/09/06",7540,"POLICE OFFICER"
940773,"09/05/14",2188,"SERGEANT"
965549,"01/10/18",5730,"POLICE OFFICER"
946659,"07/08/08",5200,"POLICE OFFICER"
971692,"04/28/21",15958,"POLICE OFFICER"
971692,"08/20/21",1420,"POLICE OFFICER"
886575,"04/07/95",4153,"DETECTIVE"
886575,"01/21/85",26467,"POLICE OFFICER"
932017,"07/01/02",26516,"POLICE OFFICER"
951304,"07/06/11",10243,"POLICE OFFICER"
954354,"01/09/13",30364,"POLICE OFFICER"
945032,"08/22/17",1756,"DETECTIVE"
945032,"07/09/07",14707,"POLICE OFFICER"
963294,"01/04/17",23756,"POLICE OFFICER"
952267,"05/29/20",6936,"DETECTIVE"
952267,"01/09/12",18484,"POLICE OFFICER"
970243,"11/02/20",23135,"POLICE OFFICER"
946297,"09/05/14",4514,"DETECTIVE"
946297,"01/07/08",27144,"POLICE OFFICER"
952615,"07/11/12",4369,"POLICE OFFICER"
968828,"10/07/19",11130,"POLICE OFFICER"
924756,"07/07/99",27284,"POLICE OFFICER"
969378,"01/06/20",24103,"POLICE OFFICER"
968829,"10/07/19",17171,"POLICE OFFICER"
949698,"07/06/10",6760,"POLICE OFFICER"
949698,"01/30/18",4409,"SERGEANT"
946635,"12/21/16",NA,"LIEUTENANT"
946635,"07/08/08",16596,"POLICE OFFICER"
946635,"09/05/14",5137,"SERGEANT"
946636,"07/08/08",16607,"POLICE OFFICER"
952268,"01/09/12",13563,"POLICE OFFICER"
953451,"07/11/12",13998,"POLICE OFFICER"
956261,"01/08/14",15246,"POLICE OFFICER"
956261,"12/18/15",26427,"POLICE OFFICER"
956261,"11/24/20",5380,"SERGEANT"
949699,"07/06/10",524,"POLICE OFFICER"
918566,"03/31/06",5909,"DETECTIVE"
918566,"07/18/96",5029,"POLICE OFFICER"
971693,"04/28/21",16503,"POLICE OFFICER"
971693,"09/16/21",5029,"POLICE OFFICER"
947520,"07/08/08",6916,"POLICE OFFICER"
964301,"07/05/17",25924,"POLICE OFFICER"
966867,"10/24/18",18671,"POLICE OFFICER"
966871,"10/24/18",17555,"POLICE OFFICER"
967697,"04/15/19",17024,"POLICE OFFICER"
951305,"07/27/18",1931,"DETECTIVE"
951305,"07/06/11",19479,"POLICE OFFICER"
920873,"08/28/02",2546,"DETECTIVE"
920873,"12/08/97",24420,"POLICE OFFICER"
946298,"01/07/08",27414,"POLICE OFFICER"
933391,"07/01/03",10558,"POLICE OFFICER"
933391,"03/02/15",2385,"SERGEANT"
926176,"03/01/00",26331,"POLICE OFFICER"
940775,"01/09/06",3127,"POLICE OFFICER"
932018,"04/24/09",2795,"DETECTIVE"
932018,"07/01/02",4026,"POLICE OFFICER"
943848,"01/10/07",7360,"POLICE OFFICER"
949918,"06/10/21",16,"DETECTIVE"
949918,"07/06/11",21512,"POLICE OFFICER"
964302,"07/05/17",24615,"POLICE OFFICER"
964303,"07/05/17",26254,"POLICE OFFICER"
942587,"07/28/17",1813,"DETECTIVE"
942587,"07/10/06",6955,"POLICE OFFICER"
958097,"01/07/15",24841,"POLICE OFFICER"
959273,"07/08/15",20637,"POLICE OFFICER"
967357,"01/03/19",30163,"POLICE OFFICER"
932221,"05/24/07",3237,"DETECTIVE"
932221,"07/01/03",9193,"POLICE OFFICER"
894955,"01/01/90",998,"POLICE OFFICER"
973792,"12/29/21",28354,"POLICE OFFICER"
937589,"01/10/05",9803,"POLICE OFFICER"
952269,"01/09/12",20274,"POLICE OFFICER"
952269,"02/09/22",3232,"SERGEANT"
948430,"07/14/09",25553,"POLICE OFFICER"
929221,"07/02/01",7496,"POLICE OFFICER"
929221,"03/30/07",816,"SERGEANT"
946300,"01/07/08",28139,"POLICE OFFICER"
952270,"01/09/12",24801,"POLICE OFFICER"
948139,"01/14/09",25455,"POLICE OFFICER"
948139,"04/28/17",5539,"SERGEANT"
935799,"07/01/04",20963,"POLICE OFFICER"
971241,"02/24/21",26275,"POLICE OFFICER"
971241,"04/05/21",31569,"POLICE OFFICER"
939538,"02/09/22",NA,"LIEUTENANT"
939538,"07/11/05",9112,"POLICE OFFICER"
939538,"10/28/11",4309,"SERGEANT"
939538,"07/27/18",NA,"SGT DET SQUAD"
930047,"07/01/02",2080,"POLICE OFFICER"
888342,"01/09/86",31010,"POLICE OFFICER"
935800,"09/03/21",NA,"CAPTAIN"
935800,"10/25/13",NA,"LIEUTENANT"
935800,"07/01/04",25345,"POLICE OFFICER"
935800,"08/05/09",2900,"SERGEANT"
959274,"07/08/15",20205,"POLICE OFFICER"
962123,"07/13/16",13058,"POLICE OFFICER"
921796,"07/01/98",22330,"POLICE OFFICER"
963769,"04/12/17",5809,"POLICE OFFICER"
953555,"07/11/12",24937,"POLICE OFFICER"
973170,"10/15/21",3149,"POLICE OFFICER"
944262,"12/22/17",3101,"DETECTIVE"
944262,"07/09/07",18300,"POLICE OFFICER"
940776,"06/29/18",NA,"LIEUTENANT"
940776,"01/09/06",16722,"POLICE OFFICER"
940776,"12/17/15",3685,"SERGEANT"
953453,"07/11/12",2191,"POLICE OFFICER"
952271,"12/21/18",5539,"DETECTIVE"
952271,"01/09/12",28290,"POLICE OFFICER"
952271,"09/03/21",2551,"SERGEANT"
920874,"12/08/97",13638,"POLICE OFFICER"
920874,"01/31/08",3738,"SERGEANT"
973171,"10/15/21",1049,"POLICE OFFICER"
953454,"07/11/12",30003,"POLICE OFFICER"
917180,"07/18/96",19742,"POLICE OFFICER"
961571,"04/06/16",6970,"POLICE OFFICER"
941149,"01/09/06",26945,"POLICE OFFICER"
969379,"01/06/20",19712,"POLICE OFFICER"
952272,"02/26/20",7233,"DETECTIVE"
952272,"01/09/12",18485,"POLICE OFFICER"
927564,"01/28/16",5364,"DETECTIVE"
927564,"09/29/00",7845,"POLICE OFFICER"
961336,"01/06/16",9013,"POLICE OFFICER"
947521,"11/24/15",3035,"DETECTIVE"
947521,"07/08/08",1789,"POLICE OFFICER"
949701,"07/06/10",2906,"POLICE OFFICER"
949701,"02/26/20",2738,"SERGEANT"
966872,"10/24/18",4687,"POLICE OFFICER"
919759,"06/02/14",5052,"DETECTIVE"
919759,"04/15/97",20088,"POLICE OFFICER"
931276,"01/30/15",NA,"LIEUTENANT"
931276,"07/01/02",20473,"POLICE OFFICER"
931276,"06/24/11",5229,"SERGEANT"
956283,"01/08/14",13167,"POLICE OFFICER"
956283,"06/24/22",4528,"SERGEANT"
940777,"09/28/18",NA,"LIEUTENANT"
940777,"01/09/06",7680,"POLICE OFFICER"
940777,"09/28/12",1383,"SERGEANT"
959275,"07/08/15",5674,"POLICE OFFICER"
959275,"11/18/21",1688,"POLICE OFFICER"
971694,"04/28/21",20243,"POLICE OFFICER"
962820,"10/11/16",20361,"POLICE OFFICER"
935682,"01/28/16",5401,"DETECTIVE"
935682,"07/01/04",11602,"POLICE OFFICER"
963770,"04/12/17",7953,"POLICE OFFICER"
933393,"11/02/09",4763,"DETECTIVE"
933393,"07/01/03",15685,"POLICE OFFICER"
945034,"07/09/07",17466,"POLICE OFFICER"
932021,"07/01/02",28769,"POLICE OFFICER"
966354,"07/02/18",15023,"POLICE OFFICER"
937591,"05/28/10",3890,"DETECTIVE"
937591,"01/10/05",18101,"POLICE OFFICER"
937591,"06/28/13",120,"SERGEANT"
